Identificatie,Volgnummer,Registratiedatum,Name,Code,Begingeldigheid,Eindgeldigheid,Documentdatum,Documentnummer,Cbscode,Ligtinstadsdeelid,Ligtinggwgebiedid,Geometrie,Aantalpassanten
3630970000071,1,2022-01-04T14:39:38,Oostelijk Havengebied,MA,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MA,3630011872039,3630950000036.0,"POLYGON ((4.954984620586361 52.37647904750166, 4.952423559714682 52.38257056092341, 4.949581600774581 52.38250194332586, 4.943183502177707 52.382509090761594, 4.9398261912930685 52.382512705516426, 4.9373498345987965 52.38240730971812, 4.931081948666429 52.3821403085336, 4.922450811252945 52.38110343903731, 4.919852685630369 52.38081105513257, 4.917496861798925 52.38054587334626, 4.910999227922295 52.37992536990363, 4.910588379883426 52.37991295880223, 4.911152992110621 52.3776356468315, 4.911979308355755 52.37757900896051, 4.912080956283913 52.37718365293944, 4.912033070244817 52.37711056164599, 4.91190003231093 52.37709808308857, 4.911975562428193 52.37679649871029, 4.912077425811955 52.37680446611393, 4.912086317415093 52.376784647982184, 4.912116200994428 52.376773865811536, 4.912399269554342 52.37678894106042, 4.912724055730656 52.37679623767944, 4.913297947652178 52.376785171118584, 4.913554871150196 52.376770443640275, 4.914111511721909 52.376714851021376, 4.91450636566573 52.37665854715755, 4.920496101696215 52.37568610154721, 4.921242641850312 52.37557497879854, 4.921256497459452 52.37560923146966, 4.921274897667976 52.3756064907249, 4.921286897964105 52.37562164624439, 4.921406331416486 52.3756037362904, 4.921560152364059 52.37558215965221, 4.921538664965106 52.37552926350509, 4.923031735541689 52.37530096041508, 4.923511184280137 52.3752093039851, 4.92404356335214 52.375079025852855, 4.924252911967428 52.375018881030634, 4.924927419418552 52.374803097413796, 4.927693150141726 52.37391337706664, 4.927902306357344 52.373852362239795, 4.928546109165322 52.37367988542278, 4.929397720261254 52.373473678038714, 4.929850504368508 52.37334436930096, 4.930185830929427 52.373224348206485, 4.9305460627274496 52.373075598704126, 4.930874933287612 52.372919006828866, 4.931173081862583 52.372749542198285, 4.931427313834027 52.37258514760521, 4.931744016016385 52.372348758729835, 4.931969307237153 52.37215513153931, 4.932101226933067 52.371982284123554, 4.932175086441269 52.37195670141341, 4.932254057438534 52.371961040334114, 4.9323916873352 52.37178391841716, 4.93232738270253 52.371748403714186, 4.932315743384203 52.37173071616815, 4.932319959261071 52.37169763070848, 4.932502388212156 52.37150339742613, 4.93262340762388 52.37127760602099, 4.932763258156032 52.370901999064806, 4.932773746671735 52.37072957454309, 4.932812192218063 52.37069196480178, 4.932844438707762 52.37068183359132, 4.9328906330535895 52.37068190299124, 4.932895048098046 52.370663728847084, 4.932910012404377 52.370665008588, 4.932937386878122 52.37054560430098, 4.932968460535252 52.37040621658545, 4.932956309851129 52.37040549589489, 4.932897885638619 52.37036515069429, 4.932914424644401 52.370047759930046, 4.9329450260334315 52.36990284296536, 4.9328921221751765 52.36940094704012, 4.932820425048245 52.369069646218065, 4.93268606363202 52.368698010691034, 4.932585315211286 52.36849673995717, 4.932088278827758 52.36766674921066, 4.932110847644504 52.367662315149104, 4.932104766756013 52.3676353376765, 4.932122774157018 52.36760036386491, 4.932185166131545 52.36756837377985, 4.931984238335891 52.367234463484195, 4.931581869815988 52.3665674307213, 4.932091502363886 52.366571035547274, 4.932366408567093 52.366548777854355, 4.939460054138618 52.366647286247485, 4.946141313899774 52.36667486236995, 4.949983975761203 52.36670487004358, 4.951882902400583 52.36700199852317, 4.951873560817382 52.36741085895087, 4.954377129163646 52.367437788046345, 4.95463886776437 52.367470336266834, 4.954898111853002 52.36751934023637, 4.955132274309228 52.36757932493789, 4.955422192155504 52.36767203893692, 4.955600581965707 52.36774503120052, 4.95576482329501 52.36782957473772, 4.955940410217882 52.367944825341716, 4.956569112176863 52.3684608045547, 4.956648889403597 52.36872509881723, 4.956694191393896 52.36899243132976, 4.956704710821934 52.36926112031948, 4.956680404722104 52.36952947595712, 4.955751467483534 52.3733366357897, 4.954984620586361 52.37647904750166))",299
3630970000072,1,2022-01-04T14:39:38,Weesperzijde,MB,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MB,3630011872039,3630950000035.0,"POLYGON ((4.911324983593534 52.35563451609878, 4.910873762915823 52.35639853666169, 4.9083218238709 52.360589912384, 4.907968697031695 52.36049784223509, 4.907778807841849 52.36042974636004, 4.907640674120677 52.36036918483933, 4.9075051711970055 52.36029887314888, 4.907374490887242 52.36021840674547, 4.907098760595616 52.36000312038492, 4.90691674059062 52.359875610218, 4.906636857307592 52.359722941356154, 4.906499983746122 52.359662940839215, 4.906166496468341 52.35954909585136, 4.905970177639017 52.35949784986321, 4.905158070599037 52.3593470302579, 4.904629105794884 52.359210670429704, 4.904885570873712 52.358749566707715, 4.90605081554955 52.356167271689, 4.906547248022431 52.35538348210156, 4.908359090112691 52.353388538011515, 4.910243775514728 52.35136477507109, 4.9110598067313775 52.35002815947375, 4.9122285426145105 52.34811366701994, 4.915408083698579 52.34953631709869, 4.916494971734562 52.35002482275012, 4.914715175792071 52.35109052574706, 4.9146249389707535 52.35132496110401, 4.914639061693884 52.351327426200555, 4.914649020298459 52.35135292821098, 4.914592080113495 52.35156307678216, 4.914557597072783 52.35182963213364, 4.914559437543444 52.35215161605463, 4.914588533749369 52.352373055161046, 4.914646696141597 52.35261480572615, 4.9147231452451825 52.35283197589362, 4.91493834887502 52.353273673936854, 4.915108677435976 52.35351330118497, 4.915199625015531 52.353624887035195, 4.915457135699261 52.353902654762514, 4.915609612939146 52.354033880999886, 4.9158939946401325 52.354250386577284, 4.915748920619091 52.354320245700464, 4.914589507716803 52.354878478873346, 4.914304305011787 52.355153883263895, 4.913866673292123 52.355205116806935, 4.9136764093742995 52.355235327572714, 4.913488785615156 52.35527120187975, 4.913123267554617 52.35535958890344, 4.912946256125046 52.35541188948184, 4.9126057898752995 52.35553208398145, 4.912286159249691 52.35567208017313, 4.9120172087154925 52.35580421696247, 4.911324983593534 52.35563451609878))",0
3630970000073,1,2022-01-04T14:39:38,Oosterparkbuurt,MC,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MC,3630011872039,3630950000035.0,"POLYGON ((4.925290300874758 52.36002584987544, 4.924619335384153 52.360934718907075, 4.924123429468227 52.36164208138161, 4.923979179252458 52.361930085483884, 4.92357196485924 52.36278122740796, 4.923492014406075 52.362894725645894, 4.923399906384866 52.362976027165985, 4.922307895214352 52.36375732377905, 4.922196321957743 52.363682521307894, 4.922062122288711 52.36361498178167, 4.921913284674312 52.363560138132364, 4.921760834910864 52.36352077490375, 4.921480419027592 52.36347755574361, 4.921100631036134 52.363431023728296, 4.920382910934627 52.363370333032876, 4.9202079972147486 52.36333548991377, 4.920041768931642 52.363287289119285, 4.919872863424811 52.36322010446506, 4.9197147580431615 52.36313535528911, 4.9190245420479295 52.36255294738237, 4.918867971241931 52.362455323729435, 4.918702732106644 52.3623722885712, 4.918421906316832 52.362266002709546, 4.918125970622662 52.36219069987022, 4.917804821970704 52.362143796362616, 4.9174852404078875 52.36212920903002, 4.916409875786401 52.36208783623969, 4.916236470598368 52.36206654669183, 4.9160002917899615 52.362027121504724, 4.915776702458771 52.36197869534833, 4.915075296083732 52.36178535167641, 4.9140314449518 52.36149497935783, 4.912846254958974 52.36135773050102, 4.911776148029735 52.36124704129155, 4.911622523817606 52.3612202070767, 4.911487314515318 52.361179192138465, 4.911365995687501 52.36112426596109, 4.911284955647415 52.361073914558126, 4.911199706029658 52.36100270365164, 4.91108432984944 52.36092487340262, 4.910832772017302 52.360794240532215, 4.910560410547324 52.360695312928385, 4.910252562988866 52.36062277348205, 4.909955261111935 52.360585336843826, 4.909638838075353 52.360577266098, 4.909350439644787 52.36059786161905, 4.909032882633744 52.36065006532269, 4.908805064079055 52.36065892355778, 4.908561896801272 52.36063990230093, 4.9083218238709 52.360589912384, 4.910873762915823 52.35639853666169, 4.911324983593534 52.35563451609878, 4.9120172087154925 52.35580421696247, 4.912286159249691 52.35567208017313, 4.9126057898752995 52.35553208398145, 4.912946256125046 52.35541188948184, 4.913123267554617 52.35535958890344, 4.913488785615156 52.35527120187975, 4.9136764093742995 52.355235327572714, 4.913866673292123 52.355205116806935, 4.914304305011787 52.355153883263895, 4.914589507716803 52.354878478873346, 4.915748920619091 52.354320245700464, 4.916085555490954 52.35453717460375, 4.916450241190341 52.35473640041081, 4.916840467440575 52.35491655574326, 4.917044344025571 52.35499909107422, 4.917467899063128 52.35514839599178, 4.9191801176319 52.355654841596056, 4.9266866322283756 52.35786510683694, 4.926388550234027 52.3582863695476, 4.925421241055069 52.35984599527157, 4.925290300874758 52.36002584987544))",0
3630970000074,1,2022-01-04T14:39:38,Transvaalbuurt,MD,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MD,3630011872039,3630950000035.0,"POLYGON ((4.928227069759837 52.35533589676861, 4.928198641483706 52.35536670429856, 4.927820148117361 52.35596406987658, 4.927370538772043 52.35669463458079, 4.926943085846907 52.357468550525454, 4.9266866322283756 52.35786510683694, 4.9191801176319 52.355654841596056, 4.917467899063128 52.35514839599178, 4.917044344025571 52.35499909107422, 4.916840467440575 52.35491655574326, 4.916450241190341 52.35473640041081, 4.916085555490954 52.35453717460375, 4.915748920619091 52.354320245700464, 4.9158939946401325 52.354250386577284, 4.915609612939146 52.354033880999886, 4.915457135699261 52.353902654762514, 4.915199625015531 52.353624887035195, 4.915108677435976 52.35351330118497, 4.91493834887502 52.353273673936854, 4.9147231452451825 52.35283197589362, 4.914646696141597 52.35261480572615, 4.914588533749369 52.352373055161046, 4.914559437543444 52.35215161605463, 4.914557597072783 52.35182963213364, 4.914592080113495 52.35156307678216, 4.914649020298459 52.35135292821098, 4.914639061693884 52.351327426200555, 4.9146249389707535 52.35132496110401, 4.914715175792071 52.35109052574706, 4.916494971734562 52.35002482275012, 4.9216143393371565 52.35232939213925, 4.926924970201357 52.354724367572125, 4.928227069759837 52.35533589676861))",0
3630970000076,1,2022-01-04T14:39:38,Indische Buurt-West,MF,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MF,3630011872039,3630950000036.0,"POLYGON ((4.939537075074407 52.36378099675052, 4.939460054138618 52.366647286247485, 4.932366408567093 52.366548777854355, 4.932091502363886 52.366571035547274, 4.931720078643617 52.36594640922333, 4.931789512260021 52.36591764605212, 4.931805241765199 52.36589714269918, 4.931777917773747 52.36580565067289, 4.931769328249324 52.36580712756555, 4.931745360475295 52.36577343934694, 4.931449798001021 52.36523142220023, 4.931351823505029 52.36495724369958, 4.931320585086639 52.36495965795124, 4.931258128057573 52.36461538620977, 4.931300792146026 52.364612629501394, 4.931272805134486 52.36453868775844, 4.931263700815564 52.36422453250949, 4.931286863828157 52.36384920536681, 4.931330083079643 52.36355942848273, 4.931266124108629 52.36354295039709, 4.931244718364263 52.36352012008229, 4.931244898680176 52.363489715375124, 4.931211374155719 52.36348610801769, 4.931223527875591 52.36338063019679, 4.93123600452095 52.363272295526336, 4.931269071752079 52.3632760988458, 4.931278322048321 52.36324456066432, 4.931315032416698 52.363221001453745, 4.9313482186357716 52.36321464910366, 4.931403811001263 52.363216624733084, 4.931467121609085 52.36288595915681, 4.931472455154074 52.36279692052111, 4.931655172648931 52.36224819631781, 4.93169989740538 52.36214315831968, 4.9317221813040195 52.362117584154205, 4.931869036212391 52.36176261337695, 4.932068494746725 52.361460099168966, 4.93207891644907 52.36142733410342, 4.932034694478739 52.361399077506874, 4.9320268764962645 52.361371221507596, 4.932041626335976 52.36134444092291, 4.932024697998048 52.361344591543165, 4.932115456374814 52.36119690392923, 4.932309205648472 52.36091245061383, 4.932336011821431 52.36091965390035, 4.932384727283915 52.36085036608294, 4.932496517481501 52.360829045250554, 4.932728680749731 52.360564709462224, 4.932818488312057 52.360479383354814, 4.93296552128125 52.36030209882278, 4.9333383113695435 52.35994343604861, 4.933557476452569 52.35976636437573, 4.9337601835847895 52.35961944593756, 4.933907273703692 52.359496275440584, 4.934166169169255 52.35931526534991, 4.93428173724512 52.35923976140504, 4.934873777579329 52.358892897396125, 4.93488459930364 52.35886815063964, 4.934855518329315 52.358837930695195, 4.935013328650594 52.35876567920875, 4.935047813768564 52.358787066860856, 4.93516396837626 52.35879781036084, 4.935337555421012 52.35870282585143, 4.9359938807648325 52.358400367208596, 4.936749342611446 52.35805745102484, 4.937258305828123 52.3578438163348, 4.937317496902265 52.35780438751287, 4.937302236033477 52.357790785036265, 4.937427227710774 52.35773904139096, 4.9377933433124275 52.357787338690365, 4.940460461190786 52.358380322558425, 4.940700618103318 52.358403904578786, 4.9409433402158465 52.358413286215054, 4.939740158616651 52.361644372442065, 4.939602582615979 52.3620113954769, 4.93958272265574 52.36213040743884, 4.939537075074407 52.36378099675052))",0
3630970000077,1,2022-01-04T14:39:38,Indische Buurt-Oost,MG,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MG,3630011872039,3630950000036.0,"POLYGON ((4.957301768722723 52.36589953257512, 4.95697533612902 52.367270271965026, 4.956569112176863 52.3684608045547, 4.955940410217882 52.367944825341716, 4.95576482329501 52.36782957473772, 4.955600581965707 52.36774503120052, 4.955422192155504 52.36767203893692, 4.955132274309228 52.36757932493789, 4.954898111853002 52.36751934023637, 4.95463886776437 52.367470336266834, 4.954377129163646 52.367437788046345, 4.951873560817382 52.36741085895087, 4.951882902400583 52.36700199852317, 4.949983975761203 52.36670487004358, 4.946141313899774 52.36667486236995, 4.939460054138618 52.366647286247485, 4.939537075074407 52.36378099675052, 4.93958272265574 52.36213040743884, 4.939602582615979 52.3620113954769, 4.939740158616651 52.361644372442065, 4.9409433402158465 52.358413286215054, 4.941149034780997 52.358410070881455, 4.944677250308504 52.35826282765685, 4.952936636996854 52.35790708612889, 4.956492835086286 52.35778737444753, 4.957084272569225 52.357767450969924, 4.958535290981432 52.35779337669994, 4.958737283677261 52.35782495372375, 4.9589308205106795 52.357873342760264, 4.959082577643921 52.357941748792705, 4.959182810115049 52.35801167601514, 4.9594439053515025 52.35823196449782, 4.961305915710374 52.359130733652464, 4.9575185273323275 52.364989273608266, 4.957301768722723 52.36589953257512))",0
3630970000079,1,2022-01-04T14:39:38,IJburg-West,MJ,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MJ,3630011872039,3630950000038.0,"POLYGON ((5.001555349733423 52.362383130104035, 4.997859078160929 52.366615423231636, 4.996450439043548 52.368229236457395, 4.993868924135499 52.36824418297954, 4.991402796553682 52.36837801523891, 4.989038685436043 52.368665675513626, 4.986536954595649 52.3691249188476, 4.984193978479284 52.36972729304992, 4.976641348866247 52.36513492569376, 4.972022056046313 52.362605035132404, 4.974402023505306 52.36081437321768, 4.974677330626031 52.36065278152821, 4.9747821386981785 52.36051484415907, 4.975599519580133 52.359309446965625, 4.975680698187312 52.359211457787374, 4.975778922449079 52.35911951359109, 4.975923844405991 52.3590147353505, 4.976090825265816 52.35892308365895, 4.976453182803933 52.35875961505672, 4.97672265148035 52.35866680808116, 4.976927346585089 52.358615892346876, 4.977096699764527 52.358584842456985, 4.9799553856244385 52.35816358026145, 4.9801134070877895 52.35813361054077, 4.980330740440846 52.35811090878916, 4.980551191810708 52.35810835875783, 4.980769769785246 52.3581260331698, 4.980929536012675 52.35815234026374, 4.984524425250091 52.358932287470246, 4.98548678440659 52.358457699616714, 4.9856194274003425 52.35838333613589, 4.985740975013593 52.35830216715491, 4.985900469024677 52.35816903405859, 4.9859904066850165 52.358073673964576, 4.9860664238301915 52.357973880644394, 4.986127926629392 52.35787039809059, 4.986174452811368 52.357764033651236, 4.986215414982423 52.35760083918237, 4.986276142710144 52.35626524982773, 4.9863037030092725 52.35610999096293, 4.986342461270082 52.35600856132395, 4.986430243677535 52.355861936777984, 4.986551922274608 52.355724675217395, 4.986704901609416 52.35559970673285, 4.98688591366359 52.3554896805096, 4.9878140619052465 52.35499202136339, 4.991571644230169 52.352681347708184, 4.99450951479 52.350948802711564, 4.994964217780004 52.350725716754965, 4.995447589923039 52.350526496386, 4.995956273086509 52.35035252324877, 4.996486793512366 52.3502049988912, 4.998024977250753 52.34964092917629, 4.998507554178509 52.350729720112845, 5.00074352642409 52.352301869720826, 5.003882749889042 52.35450886438733, 5.005351875005114 52.35375641785798, 5.007448842738116 52.35563173811124, 5.001555349733423 52.362383130104035))",0
3630970000080,1,2022-01-04T14:39:38,IJburg-Oost,MK,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MK,3630011872039,3630950000038.0,"POLYGON ((5.038422716280789 52.363624227038635, 5.038413447466238 52.36377614497577, 5.038285501927025 52.36587073524578, 5.038216882095597 52.366993988881504, 5.038011001341391 52.37036374800111, 5.037953355709081 52.37130732503148, 5.037791182630148 52.37373346340606, 5.037716091054039 52.3748566959203, 5.037679684065154 52.375401265891895, 5.014436115751161 52.36982530704178, 5.001259942290132 52.36859273379868, 4.998742900830506 52.368358966697265, 4.996450439043548 52.368229236457395, 4.997859078160929 52.366615423231636, 5.001555349733423 52.362383130104035, 5.007448842738116 52.35563173811124, 5.009431906623212 52.35335173347942, 5.009973476442199 52.35273889165229, 5.014890952082059 52.34717324074429, 5.0154633208546375 52.34782593717331, 5.015899095779512 52.348322868109065, 5.0176398089505225 52.34879309571034, 5.020216988597548 52.34948921972239, 5.020289769125911 52.349508876705855, 5.020637051771084 52.349602669567815, 5.022458541210785 52.35009461951829, 5.027245952168252 52.351387411475216, 5.03087483888931 52.352367171637354, 5.034202724992335 52.35326553710914, 5.034935051185955 52.3534632093223, 5.035083289437669 52.353503223041066, 5.039056499776747 52.35457557278187, 5.038974538218899 52.355843797096206, 5.038898259038175 52.35688488354838, 5.038808939438128 52.358103806184296, 5.038762838971728 52.358732923636694, 5.03865133110498 52.36025452968044, 5.038569018216492 52.361377744443374, 5.038514541707068 52.36212097096233, 5.038450045654186 52.36317682131997, 5.038422716280789 52.363624227038635))",0
3630970000081,1,2022-01-04T14:39:38,IJburg-Zuid,ML,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363ML,3630011872039,3630950000038.0,"POLYGON ((5.009973476442199 52.35273889165229, 5.009431906623212 52.35335173347942, 5.007448842738116 52.35563173811124, 5.005351875005114 52.35375641785798, 5.003882749889042 52.35450886438733, 5.00074352642409 52.352301869720826, 4.998507554178509 52.350729720112845, 4.998024977250753 52.34964092917629, 4.997899307202773 52.34866783155434, 4.9978792157705 52.34827952392745, 4.997900906620532 52.347988402851676, 4.997932849307549 52.34779509263994, 4.997978695384676 52.34760283475295, 4.998073335018592 52.34731723822444, 4.998198650931711 52.34703610145876, 4.998354073973838 52.34676067178083, 4.998601409200096 52.34647179248976, 4.998836480806487 52.346254090975414, 4.999033264744951 52.34609981546895, 4.999321236357158 52.34590742505163, 4.999555125491431 52.34577397792334, 4.999636297765545 52.34573167798015, 5.002536769713106 52.34459118106946, 5.002650362772577 52.34455635433314, 5.002786751849846 52.34452593359757, 5.003737758793444 52.34437229084354, 5.003871029270699 52.34434258676037, 5.004009306230153 52.344293889746446, 5.004779612532966 52.34395786823651, 5.004967839692903 52.34389561624457, 5.005168381817838 52.34385003095088, 5.005377328134097 52.34382198047216, 5.005590623799224 52.343812026903535, 5.0075600321852045 52.343943324995024, 5.007731513947477 52.34396318945118, 5.007898617022685 52.34399403158439, 5.008404543112435 52.34413211201468, 5.008714447561137 52.34421646429851, 5.009037834276193 52.344279027720056, 5.012845198269142 52.34484016205956, 5.012872437450621 52.34487123778355, 5.013352793623886 52.345419081998024, 5.014475420029214 52.34669936918058, 5.014890952082059 52.34717324074429, 5.009973476442199 52.35273889165229))",0
3630970000082,1,2022-01-04T14:39:38,Frankendael,MM,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363MM,3630011872039,3630950000037.0,"POLYGON ((4.935171128050223 52.350881905796726, 4.934771157226501 52.351141363232294, 4.933232893808893 52.35206092164138, 4.930555916211214 52.35374357025752, 4.929674910572201 52.354308291219525, 4.928544330333736 52.35505649386935, 4.928227069759837 52.35533589676861, 4.926924970201357 52.354724367572125, 4.9216143393371565 52.35232939213925, 4.916494971734562 52.35002482275012, 4.915408083698579 52.34953631709869, 4.9122285426145105 52.34811366701994, 4.9127035670370445 52.34733549018857, 4.913157257123571 52.34575413497031, 4.913187788744533 52.34560371251075, 4.917409908181387 52.346504706843184, 4.918478183481231 52.344674418088175, 4.918881270497653 52.343779486175485, 4.919227116795452 52.34362596834683, 4.91929043073086 52.34360861168201, 4.919370302351675 52.34360196192574, 4.919438268801366 52.343608216405634, 4.919499233021472 52.34362444653678, 4.9195748867400475 52.343662970360135, 4.919779561257173 52.34356354753408, 4.919903881673389 52.34343290724584, 4.920073808932836 52.34329821361228, 4.920190637867318 52.34322253048327, 4.920444809580701 52.34309071224171, 4.920464585791573 52.34304932975959, 4.920468623718625 52.34276434423879, 4.920609065697856 52.34275252187668, 4.920740985788727 52.34272075790189, 4.921291959334451 52.34249517867684, 4.927139671866104 52.33981035237193, 4.932623887687689 52.34308831602994, 4.9329712807943915 52.34328041456901, 4.933312389971037 52.34334536539863, 4.93330679763291 52.34344309459754, 4.933335883063881 52.34353925809925, 4.933398255173331 52.34362927578516, 4.933490963944817 52.34370889408136, 4.940181833905885 52.34778326398691, 4.9398711553988806 52.347982678339086, 4.939105723088282 52.34844003557744, 4.9374923716639305 52.34942722241315, 4.935496822111997 52.35067062539417, 4.935171128050223 52.350881905796726))",0
3630970000015,1,2022-01-04T14:39:38,De Weteringschans,AH,2022-03-24T00:00:00,,2022-02-16,VN2022-001699,WK0363AH,3630000000018,3630950000023.0,"POLYGON ((4.903409633948938 52.3615285346392, 4.9033457453623654 52.36165490156328, 4.902764563377107 52.362803159918464, 4.896511649487932 52.36166547366183, 4.89633942836021 52.36163900087894, 4.896082747277363 52.36161798356536, 4.895902454598651 52.36160322361944, 4.888093380180449 52.36267105192508, 4.888029760230076 52.36269121280094, 4.887963193412791 52.362712313915004, 4.887870041373096 52.362772336574125, 4.884748581941176 52.36483694003782, 4.884566078610566 52.36494260700732, 4.8844631893242845 52.36502411125295, 4.884359336619219 52.3651063842616, 4.883500254920428 52.365685478641865, 4.882877012390896 52.36607300060733, 4.882792762051645 52.366175326468756, 4.880907779988613 52.36549173589336, 4.880713393728973 52.36542576138813, 4.880094153322265 52.3652095711205, 4.879219447962378 52.36492335481424, 4.879212148451086 52.364776122430555, 4.879225186657601 52.36462987608041, 4.879258354480822 52.36448482158281, 4.8793114488361535 52.36434200961499, 4.87935416023422 52.36425715091801, 4.87941521502231 52.36417688272535, 4.879491016376753 52.36410759783738, 4.879598584151694 52.364037406530095, 4.879775013891519 52.36396157839291, 4.880057024742048 52.36388644499248, 4.880254584071623 52.363823091749765, 4.880537267590781 52.36370818937201, 4.880702857001317 52.36362486263106, 4.880845651465424 52.36354101574109, 4.881116087099423 52.36336049408741, 4.881230791317293 52.363267916400275, 4.88140735842382 52.363125433394444, 4.88151145572692 52.362936758211696, 4.88157095129861 52.36276349515125, 4.881615102894422 52.36250792876208, 4.881654481492354 52.3624148132364, 4.881710765868533 52.36232098795044, 4.881742961658096 52.36227843368015, 4.881847520421956 52.36218428415487, 4.881957783762782 52.36211772426492, 4.882094053879825 52.36205440296903, 4.882254985888854 52.361992516894446, 4.882392531903928 52.36195504942258, 4.882505569973377 52.36193611787309, 4.882629516081476 52.361926202467124, 4.883633509557182 52.36190838552702, 4.883840351950254 52.36188608581905, 4.884040454664785 52.36184703992028, 4.884230227489495 52.361791942642654, 4.884399213984411 52.361724991835935, 4.885380621576583 52.36123480369442, 4.886295040485301 52.360777938129814, 4.88738383212161 52.3602308190204, 4.887680381537773 52.360072421575644, 4.887945324574723 52.35989425189675, 4.888170228497821 52.35970340192004, 4.888287028265705 52.35958288336224, 4.8884066971321065 52.35943952995345, 4.88863898937914 52.35922831703927, 4.888926003679248 52.35901732502426, 4.889247776029476 52.358826053814084, 4.889399639719445 52.358750108021546, 4.8896002211068375 52.35866536111592, 4.889802019731907 52.35859243785881, 4.890003090885578 52.3585306649837, 4.890210438879305 52.3584772497516, 4.890432124622292 52.35843073399279, 4.890649402141683 52.358395056514105, 4.890874716896351 52.3583678697949, 4.896172125904802 52.35804521925906, 4.898033646974922 52.35793319157717, 4.898254497797116 52.357946794659014, 4.89850638068407 52.357971121976675, 4.898755431977134 52.35800466747456, 4.899000757695877 52.35804731064256, 4.899241434985725 52.358098885919944, 4.901669430627512 52.35859366741457, 4.903995387767107 52.359047393858184, 4.904629105794884 52.359210670429704, 4.904199944551294 52.35994633616117, 4.903409633948938 52.3615285346392))",0
