id,wegklasse,hoogteniveau,straatnaam,indicatie_voet_fiets,indicatie_brug,indicatie_tunnel,indicatie_ov_bus,indicatie_spoor,indicatie_toegankelijkheid,type_veer_route,minimum_breedte,maximum_breedte,gewogen_gemiddelde_breedte,weight,maximum_snelheid,start_node_id,end_node_id,datum_extractie,geometrie,geometrie_epsg_4326
477513,osm_platform,0,Mallegatsloot,True,False,False,True,False,False,,,,,10.91,0.0,1239657,1239660,2023-07-25,"SRID=28992;LINESTRING(114962.090422517 496682.955451823,114960.887704803 496693.801793667)","[(52.456440915824125, 4.798162292550843), (52.45653830419126, 4.79814330113983)]"
477709,osm_platform,0,,True,False,False,False,False,False,,,,,11.72,0.0,804447,804442,2023-07-25,"SRID=28992;LINESTRING(127985.179789475 473430.050849337,127978.638949117 473420.328640337)","[(52.24825430406739, 4.991620901323177), (52.24816660406735, 4.991525901323086)]"
477710,osm_platform,0,,True,False,False,False,False,False,,,,,12.04,0.0,804443,804441,2023-07-25,"SRID=28992;LINESTRING(127977.870466439 473433.439772127,127971.014507164 473423.541269057)","[(52.24828440406738, 4.991513601323078), (52.24819510406734, 4.991414001322973)]"
489067,osm_platform,0,Dam,True,False,False,True,False,False,,,,,27.71,0.0,744675,744704,2023-07-25,"SRID=28992;LINESTRING(121224.078871602 487503.251521915,121227.574698498 487509.558763582,121237.527962307 487527.477159832)","[(52.37436290414293, 4.891210301228691), (52.37441980414293, 4.891261001228741), (52.374581453961206, 4.891405358156382)]"
489068,osm_platform,0,Dam,True,False,False,True,False,False,,,,,4.04,0.0,744704,744705,2023-07-25,"SRID=28992;LINESTRING(121237.527962307 487527.477159832,121239.489074776 487531.00765907)","[(52.374581453961206, 4.891405358156382), (52.37461330414308, 4.891433801228929)]"
496346,osm_platform,0,,True,False,False,True,False,False,,,,,0.72,0.0,216152,216151,2023-07-25,"SRID=28992;LINESTRING(116096.620347866 484351.317637464,116096.632366692 484350.601691813)","[(52.345696437656926, 4.816282342023616), (52.3456900041261, 4.81628260115245)]"
496351,osm_platform,0,,True,False,False,True,False,False,,,,,4.86,0.0,221380,216152,2023-07-25,"SRID=28992;LINESTRING(116096.538831682 484356.173449413,116096.620347866 484351.317637464)","[(52.34574007227578, 4.816280584512619), (52.345696437656926, 4.816282342023616)]"
496354,osm_platform,0,,True,False,False,True,False,False,,,,,6.7,0.0,221382,221380,2023-07-25,"SRID=28992;LINESTRING(116096.42642287 484362.869494554,116096.538831682 484356.173449413)","[(52.34580024334031, 4.816278160942261), (52.34574007227578, 4.816280584512619)]"
496357,osm_platform,0,,True,False,False,True,False,False,,,,,0.11,0.0,221383,221382,2023-07-25,"SRID=28992;LINESTRING(116096.42460761 484362.977627209,116096.42642287 484362.869494554)","[(52.34580121502687, 4.816278121804611), (52.34580024334031, 4.816278160942261)]"
496360,osm_platform,0,,True,False,False,True,False,False,,,,,26.03,0.0,220700,221383,2023-07-25,"SRID=28992;LINESTRING(116095.98766675 484389.005619722,116096.42460761 484362.977627209)","[(52.34603510412632, 4.81626870115245), (52.34580121502687, 4.816278121804611)]"
496369,osm_platform,0,,True,False,False,True,False,False,,,,,5.05,0.0,220672,220670,2023-07-25,"SRID=28992;LINESTRING(116069.932764607 484362.016255,116070.017541566 484356.964567306)","[(52.3457906988911, 4.815889472746535), (52.34574530412612, 4.815891301152058)]"
496370,osm_platform,0,,True,False,False,True,False,False,,,,,0.34,0.0,220673,220672,2023-07-25,"SRID=28992;LINESTRING(116069.926980308 484362.360929716,116069.932764607 484362.016255)","[(52.34579379615852, 4.8158893479949905), (52.3457906988911, 4.815889472746535)]"
496371,osm_platform,0,,True,False,False,True,False,False,,,,,2.62,0.0,220674,220673,2023-07-25,"SRID=28992;LINESTRING(116069.882946425 484364.984819857,116069.926980308 484362.360929716)","[(52.345817374590595, 4.815888398303719), (52.34579379615852, 4.8158893479949905)]"
496373,osm_platform,0,,True,False,False,True,False,False,,,,,26.4,0.0,220680,220674,2023-07-25,"SRID=28992;LINESTRING(116069.439926673 484391.383471704,116069.882946425 484364.984819857)","[(52.34605459443183, 4.815878843511982), (52.345817374590595, 4.815888398303719)]"
496377,osm_platform,0,,True,False,False,True,False,False,,,,,3.99,0.0,220681,220680,2023-07-25,"SRID=28992;LINESTRING(116069.3730503 484395.368499606,116069.439926673 484391.383471704)","[(52.34609040412637, 4.81587740115206), (52.34605459443183, 4.815878843511982)]"
