id,wegklasse,hoogteniveau,straatnaam,indicatie_voet_fiets,indicatie_brug,indicatie_tunnel,indicatie_ov_bus,indicatie_spoor,indicatie_toegankelijkheid,type_veer_route,minimum_breedte,maximum_breedte,gewogen_gemiddelde_breedte,weight,maximum_snelheid,start_node_id,end_node_id,datum_extractie,geometrie,geometrie_epsg_4326
569400,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,0.15,0.0,492069,492068,2023-07-25,"SRID=28992;LINESTRING(118888.434738531 483436.721345414,118888.433190228 483436.56934394)","[(52.33766722420408, 4.8573496440739525), (52.33766585801749, 4.8573496376589915)]"
569402,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,0.64,0.0,492070,492069,2023-07-25,"SRID=28992;LINESTRING(118888.441228102 483437.35844604,118888.434738531 483436.721345414)","[(52.33767295045334, 4.857349670961637), (52.33766722420408, 4.8573496440739525)]"
569403,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,0.13,0.0,492071,492070,2023-07-25,"SRID=28992;LINESTRING(118888.44258204 483437.491366178,118888.441228102 483437.35844604)","[(52.33767414513721, 4.857349676571294), (52.33767295045334, 4.857349670961637)]"
569405,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,6.29,0.0,492076,492071,2023-07-25,"SRID=28992;LINESTRING(118888.506699294 483443.785948351,118888.44258204 483437.491366178)","[(52.337730720731294, 4.857349942223156), (52.33767414513721, 4.857349676571294)]"
569407,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,0.09,0.0,492077,492076,2023-07-25,"SRID=28992;LINESTRING(118888.50759635 483443.874014966,118888.506699294 483443.785948351)","[(52.337731512272505, 4.857349945939862), (52.337730720731294, 4.857349942223156)]"
569409,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,2.45,0.0,492079,492077,2023-07-25,"SRID=28992;LINESTRING(118888.532554798 483446.324260262,118888.50759635 483443.874014966)","[(52.337753535034054, 4.857350049348311), (52.337731512272505, 4.857349945939862)]"
569411,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,0.07,0.0,492080,492079,2023-07-25,"SRID=28992;LINESTRING(118888.533246508 483446.392167529,118888.532554798 483446.324260262)","[(52.337754145383336, 4.857350052214218), (52.337753535034054, 4.857350049348311)]"
569414,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,6.49,0.0,492082,492080,2023-07-25,"SRID=28992;LINESTRING(118888.599350386 483452.881782539,118888.533246508 483446.392167529)","[(52.33781247392822, 4.857350326097712), (52.337754145383336, 4.857350052214218)]"
569416,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,0.02,0.0,492083,492082,2023-07-25,"SRID=28992;LINESTRING(118888.599569478 483452.903291432,118888.599350386 483452.881782539)","[(52.33781266724975, 4.857350327005461), (52.33781247392822, 4.857350326097712)]"
569417,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,2.9,0.0,492085,492083,2023-07-25,"SRID=28992;LINESTRING(118888.629128456 483455.80518452,118888.599569478 483452.903291432)","[(52.33783874941326, 4.857350449475217), (52.33781266724975, 4.857350327005461)]"
569419,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,36.93,0.0,492123,492085,2023-07-25,"SRID=28992;LINESTRING(118889.005275011 483492.732614406,118888.629128456 483455.80518452)","[(52.33817065248508, 4.85735200794609), (52.33783874941326, 4.857350449475217)]"
569421,osm_platform,0,Amstelveenseweg,True,False,False,False,False,False,,,,,14.03,0.0,492127,492123,2023-07-25,"SRID=28992;LINESTRING(118889.175483109 483506.756879965,118889.076051604 483499.68096383,118889.005275011 483492.732614406)","[(52.338296704121674, 4.85735300119313), (52.3382331041216, 4.8573523011931234), (52.33817065248508, 4.85735200794609)]"
569423,osm_platform,0,VUmc Hoofdingang,True,False,False,True,False,False,,,,,105.3,0.0,435170,435010,2023-07-25,"SRID=28992;LINESTRING(119166.578068953 483159.450473414,119161.515155866 483159.642971435,119096.446878834 483162.118217358,119071.154667874 483162.402222541,119061.333535321 483162.507033465)","[(52.33519350411981, 4.861460101197083), (52.33519490411979, 4.861385801197013), (52.33521290411987, 4.860430901196066), (52.33521380411982, 4.86005980119569), (52.335214104119856, 4.859915701195539)]"
571108,osm_platform,0,Waalstraat,True,False,False,False,False,False,,,,,43.39,0.0,659273,659334,2023-07-25,"SRID=28992;LINESTRING(121808.820911133 484147.496203689,121842.679466072 484167.319206557,121846.439413618 484169.096501734)","[(52.344239304125054, 4.9001280012361565), (52.344419504125206, 4.9006229012366544), (52.34443570412517, 4.900677901236725)]"
571111,osm_platform,0,Europaplein,True,False,False,False,False,False,,,,,65.01,0.0,642988,643104,2023-07-25,"SRID=28992;LINESTRING(121269.060690925 483672.145830577,121273.751933408 483727.391504321,121274.566667628 483736.921568973)","[(52.33993430412251, 4.892255001228094), (52.340431104122864, 4.89231830122818), (52.34051680412286, 4.892329301228184)]"
571114,osm_platform,0,,True,False,False,False,False,False,,,,,52.5,0.0,695951,695843,2023-07-25,"SRID=28992;LINESTRING(121911.635710208 484216.075127077,121871.197726456 484192.60810867,121866.136756275 484189.893748239)","[(52.344861846512785, 4.901630001499699), (52.34464850412532, 4.901038901237094), (52.344623804125334, 4.900964901237014)]"
571118,osm_platform,0,,True,False,False,False,False,False,,,,,2.55,0.0,695953,695951,2023-07-25,"SRID=28992;LINESTRING(121913.845368594 484217.357438636,121911.635710208 484216.075127077)","[(52.34487350412545, 4.90166230123773), (52.344861846512785, 4.901630001499699)]"
571121,osm_platform,0,Europaplein,True,False,False,False,False,False,,,,,64.07,0.0,643100,642985,2023-07-25,"SRID=28992;LINESTRING(121265.433097389 483737.740552176,121263.269441663 483705.331971055,121261.193619431 483673.812932776)","[(52.340523604122886, 4.8921952012280485), (52.34023220412271, 4.892166701228018), (52.33994880412257, 4.892139401227966)]"
571123,osm_platform,0,Maasstraat,True,False,False,False,False,False,,,,,58.47,0.0,657871,655856,2023-07-25,"SRID=28992;LINESTRING(121627.316361972 484050.036008892,121583.155015436 484024.587263859,121576.689293425 484020.781153011)","[(52.34335240412456, 4.897474201233471), (52.34312100412444, 4.896828701232815), (52.34308640412443, 4.896734201232715)]"
571133,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,18.59,0.0,644555,644568,2023-07-25,"SRID=28992;LINESTRING(121314.422868458 483895.973611427,121321.983865523 483895.44360613,121332.963197467 483894.666954945)","[(52.34194870412374, 4.892898201228822), (52.34194440412373, 4.893009201228931), (52.341938096723325, 4.893170385113465)]"
571134,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,16.48,0.0,644568,654554,2023-07-25,"SRID=28992;LINESTRING(121332.963197467 483894.666954945,121339.56481553 483894.199972571,121349.424343643 483894.481597365)","[(52.341938096723325, 4.893170385113465), (52.34193430412372, 4.893267301229194), (52.34193743890755, 4.893411947720439)]"
571137,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,23.92,0.0,654554,654588,2023-07-25,"SRID=28992;LINESTRING(121349.424343643 483894.481597365,121352.774790321 483894.577298583,121361.362545491 483896.710780944,121368.83557011 483899.274684101,121372.148088128 483901.180106899)","[(52.34193743890755, 4.893411947720439), (52.34193850412372, 4.893461101229381), (52.34195820412378, 4.8935869012295194), (52.34198170412376, 4.893696301229631), (52.3419990314973, 4.893744717467718)]"
571138,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,9.9,0.0,654588,654625,2023-07-25,"SRID=28992;LINESTRING(121372.148088128 483901.180106899,121380.72651976 483906.114582459)","[(52.3419990314973, 4.893744717467718), (52.342043904123834, 4.893870101229796)]"
571141,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,13.64,0.0,644567,644559,2023-07-25,"SRID=28992;LINESTRING(121329.971343202 483887.393826434,121316.345401326 483888.082758996)","[(52.341872547327, 4.893127211314382), (52.341877904123706, 4.892927201228858)]"
571142,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,13.0,0.0,644569,644567,2023-07-25,"SRID=28992;LINESTRING(121342.954629817 483886.737386755,121329.971343202 483887.393826434)","[(52.34186744286412, 4.893317788060715), (52.341872547327, 4.893127211314382)]"
571144,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,22.81,0.0,654572,644569,2023-07-25,"SRID=28992;LINESTRING(121365.274480808 483890.355396482,121355.505531186 483887.270674877,121343.561850989 483886.706685433,121342.954629817 483886.737386755)","[(52.34190132548172, 4.893644938365652), (52.341873004123684, 4.893501901229431), (52.34186720412369, 4.893326701229246), (52.34186744286412, 4.893317788060715)]"
571145,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,0.11,0.0,654573,654572,2023-07-25,"SRID=28992;LINESTRING(121365.382357563 483890.389460508,121365.274480808 483890.355396482)","[(52.341901638228414, 4.893646517900062), (52.34190132548172, 4.893644938365652)]"
571147,osm_platform,0,Dintelstraat,True,False,False,False,False,False,,,,,20.08,0.0,654614,654573,2023-07-25,"SRID=28992;LINESTRING(121383.283900361 483899.365491827,121376.626064898 483895.416300589,121371.161543009 483892.571669672,121365.750020399 483890.505556664,121365.382357563 483890.389460508)","[(52.34198340412373, 4.893908301229842), (52.34194750412374, 4.893811001229743), (52.3419216041237, 4.893731101229659), (52.341902704123726, 4.893651901229574), (52.341901638228414, 4.893646517900062)]"
571222,osm_platform,0,Baden Powellweg,True,False,False,False,False,False,,,,,6.94,0.0,71249,71267,2023-07-25,"SRID=28992;LINESTRING(114605.977123012 484937.696463829,114612.600904316 484939.752524304)","[(52.3508588041292, 4.794337301130789), (52.35087776928973, 4.794434267219701)]"
571226,osm_platform,0,Baden Powellweg,True,False,False,False,False,False,,,,,62.99,0.0,71267,71466,2023-07-25,"SRID=28992;LINESTRING(114612.600904316 484939.752524304,114672.756998935 484958.425328076)","[(52.35087776928973, 4.794434267219701), (52.351050004129306, 4.795314901131765)]"
571228,osm_platform,0,Baden Powellweg,True,False,False,False,False,False,,,,,69.87,0.0,71255,71455,2023-07-25,"SRID=28992;LINESTRING(114603.396665131 484945.428530032,114670.208151678 484965.867800555)","[(52.35092810412922, 4.794298501130745), (52.351116704129325, 4.795276601131731)]"
